,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
145,Edward A. LEE,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,High-performance Deterministic Concurrency Using Lingua Franca,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
146,Edward A. LEE,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
147,Edward A. LEE,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
148,Edward A. LEE,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
149,Edward A. LEE,Generalizing logical execution time,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
150,Edward A. LEE,Generalizing logical execution time,Quantifying and generalizing the CAP theorem,Computer Sciences,,,,,,
151,Edward A. LEE,Generalizing logical execution time,Quantifying and generalizing the CAP theorem,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
152,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
153,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Consistency vs. availability in distributed cyber-physical systems,Computer Sciences,,,,,,
154,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Consistency vs. availability in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
155,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
156,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,High-performance Deterministic Concurrency Using Lingua Franca,Computer Sciences,,,,,,
157,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,High-performance Deterministic Concurrency Using Lingua Franca,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
158,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
159,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
160,Edward A. LEE,HPRM: High-Performance Robotic Middleware for Intelligent Autonomous Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
161,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
162,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
163,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
164,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
165,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,Computer Sciences,,,,,,
166,Edward A. LEE,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
167,Edward A. LEE,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
168,Edward A. LEE,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,Computer Sciences,,,,,,
169,Edward A. LEE,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
170,Edward A. LEE,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
171,Edward A. LEE,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,Computer Sciences,,,,,,
172,Edward A. LEE,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
173,Edward A. LEE,Pragmatics twelve years later: a report on Lingua Franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
174,Edward A. LEE,Pragmatics twelve years later: a report on Lingua Franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Computer Sciences,,,,,,
175,Edward A. LEE,Pragmatics twelve years later: a report on Lingua Franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
176,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
177,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,Computer Sciences,,,,,,
178,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
179,Edward A. LEE,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
180,Edward A. LEE,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,Computer Sciences,,,,,,
181,Edward A. LEE,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
182,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
183,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,Computer Sciences,,,,,,
184,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
185,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
186,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
187,Edward A. LEE,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
188,Edward A. LEE,Time-sensitive software,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
189,Edward A. LEE,Time-sensitive software,Quantifying and generalizing the CAP theorem,Computer Sciences,,,,,,
190,Edward A. LEE,Time-sensitive software,Quantifying and generalizing the CAP theorem,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
191,Edward A. LEE,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
192,Edward A. LEE,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
193,Edward A. LEE,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
194,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
195,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Consistency vs. availability in distributed cyber-physical systems,Computer Sciences,,,,,,
196,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Consistency vs. availability in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
